"SYSTEM", "1", "SYSTEM", "System Start", " "
"Thread-11", "1113", "ReadWrite1.java:53", "Field Read", " context=Database:1, data"
"Thread-11", "1114", "ReadWrite1.java:53", "Variable Write", " context=Database:1#read:21, mydata=23212"
"Thread-11", "1115", "ReadWrite1.java:54", "Line Step", " file=ReadWrite1.java, line=54"
"Thread-11", "1116", "ReadWrite1.java:55", "Line Step", " file=ReadWrite1.java, line=55"
"Thread-11", "1117", "ReadWrite1.java:55", "Field Read", " context=Database:1, r"
"Thread-11", "1118", "ReadWrite1.java:55", "Field Write", " context=Database:1, r=0"
"Thread-11", "1119", "ReadWrite1.java:56", "Line Step", " file=ReadWrite1.java, line=56"
"Thread-11", "1120", "ReadWrite1.java:57", "Line Step", " file=ReadWrite1.java, line=57"
"Thread-11", "1121", "ReadWrite1.java:57", "Variable Write", " context=Database:1#read:21, result=23212"
"Thread-11", "1122", "ReadWrite1.java:57", "Method Exit", " returner=Database:1#read:21, value=23212"
"Thread-2", "1123", "ReadWrite1.java:105", "Method Call", " caller=Writer:3#run:3, target=Database:1#write:11"
"Thread-2", "1124", "ReadWrite1.java:60", "Method Entered", " "
"Thread-11", "1125", "ReadWrite1.java:86", "Method Returned", " "
"Thread-2", "1126", "ReadWrite1.java:60", "Variable Write", " context=Database:1#write:11, x=100"
"Thread-11", "1127", "ReadWrite1.java:86", "Line Step", " file=ReadWrite1.java, line=86"
"Thread-2", "1128", "ReadWrite1.java:61", "Line Step", " file=ReadWrite1.java, line=61"
"Thread-2", "1129", "ReadWrite1.java:61", "Field Read", " context=Database:1, r"
"Thread-2", "1130", "ReadWrite1.java:61", "Field Read", " context=Database:1, w"
"Thread-11", "1131", "ReadWrite1.java:82", "Line Step", " file=ReadWrite1.java, line=82"
"Thread-2", "1132", "ReadWrite1.java:64", "Line Step", " file=ReadWrite1.java, line=64"
"Thread-11", "1133", "ReadWrite1.java:82", "Variable Write", " context=Reader:7#run:7, i=3"
"Thread-11", "1134", "ReadWrite1.java:83", "Line Step", " file=ReadWrite1.java, line=83"
"Thread-2", "1135", "ReadWrite1.java:64", "Field Write", " context=Database:1, w=1"
"Thread-2", "1136", "ReadWrite1.java:65", "Line Step", " file=ReadWrite1.java, line=65"
"Thread-6", "1137", "ReadWrite1.java:86", "Line Step", " file=ReadWrite1.java, line=86"
"Thread-6", "1138", "ReadWrite1.java:86", "Field Read", " context=Reader:2, d"
"Thread-11", "1139", "ReadWrite1.java:86", "Line Step", " file=ReadWrite1.java, line=86"
"Thread-11", "1140", "ReadWrite1.java:86", "Field Read", " context=Reader:7, d"
"Thread-2", "1141", "ReadWrite1.java:67", "Line Step", " file=ReadWrite1.java, line=67"
"Thread-2", "1142", "ReadWrite1.java:67", "Field Read", " context=Database:1, data"
"Thread-2", "1143", "ReadWrite1.java:67", "Field Write", " context=Database:1, data=23312"
"Thread-2", "1144", "ReadWrite1.java:68", "Line Step", " file=ReadWrite1.java, line=68"
"Thread-2", "1145", "ReadWrite1.java:68", "Field Write", " context=Database:1, w=0"
"Thread-2", "1146", "ReadWrite1.java:69", "Line Step", " file=ReadWrite1.java, line=69"
"Thread-2", "1147", "ReadWrite1.java:70", "Line Step", " file=ReadWrite1.java, line=70"
"Thread-2", "1148", "ReadWrite1.java:70", "Method Exit", " returner=Database:1#write:11, value=<void>"
"Thread-2", "1149", "ReadWrite1.java:105", "Method Returned", " "
"Thread-2", "1150", "ReadWrite1.java:102", "Line Step", " file=ReadWrite1.java, line=102"
"Thread-4", "1151", "ReadWrite1.java:105", "Method Call", " caller=Writer:5#run:5, target=Database:1#write:12"
"Thread-4", "1152", "ReadWrite1.java:60", "Method Entered", " "
"Thread-4", "1153", "ReadWrite1.java:60", "Variable Write", " context=Database:1#write:12, x=10000"
"Thread-2", "1154", "ReadWrite1.java:102", "Variable Write", " context=Writer:3#run:3, i=3"
"Thread-2", "1155", "ReadWrite1.java:103", "Line Step", " file=ReadWrite1.java, line=103"
"Thread-4", "1156", "ReadWrite1.java:61", "Line Step", " file=ReadWrite1.java, line=61"
"Thread-4", "1157", "ReadWrite1.java:61", "Field Read", " context=Database:1, r"
"Thread-4", "1158", "ReadWrite1.java:61", "Field Read", " context=Database:1, w"
"Thread-4", "1159", "ReadWrite1.java:64", "Line Step", " file=ReadWrite1.java, line=64"
"Thread-4", "1160", "ReadWrite1.java:64", "Field Write", " context=Database:1, w=1"
"Thread-4", "1161", "ReadWrite1.java:65", "Line Step", " file=ReadWrite1.java, line=65"
"Thread-2", "1162", "ReadWrite1.java:105", "Line Step", " file=ReadWrite1.java, line=105"
"Thread-2", "1163", "ReadWrite1.java:105", "Field Read", " context=Writer:3, d"
"Thread-2", "1164", "ReadWrite1.java:105", "Field Read", " context=Writer:3, x"
"Thread-4", "1165", "ReadWrite1.java:67", "Line Step", " file=ReadWrite1.java, line=67"
"Thread-4", "1166", "ReadWrite1.java:67", "Field Read", " context=Database:1, data"
"Thread-4", "1167", "ReadWrite1.java:67", "Field Write", " context=Database:1, data=33312"
"Thread-4", "1168", "ReadWrite1.java:68", "Line Step", " file=ReadWrite1.java, line=68"
"Thread-4", "1169", "ReadWrite1.java:68", "Field Write", " context=Database:1, w=0"
"Thread-4", "1170", "ReadWrite1.java:69", "Line Step", " file=ReadWrite1.java, line=69"
"Thread-4", "1171", "ReadWrite1.java:70", "Line Step", " file=ReadWrite1.java, line=70"
"Thread-4", "1172", "ReadWrite1.java:70", "Method Exit", " returner=Database:1#write:12, value=<void>"
"Thread-10", "1173", "ReadWrite1.java:86", "Method Call", " caller=Reader:6#run:6, target=Database:1#read:22"
"Thread-10", "1174", "ReadWrite1.java:48", "Method Entered", " "
"Thread-4", "1175", "ReadWrite1.java:105", "Method Returned", " "
"Thread-4", "1176", "ReadWrite1.java:102", "Line Step", " file=ReadWrite1.java, line=102"
"Thread-10", "1177", "ReadWrite1.java:49", "Line Step", " file=ReadWrite1.java, line=49"
"Thread-4", "1178", "ReadWrite1.java:102", "Variable Write", " context=Writer:5#run:5, i=3"
"Thread-4", "1179", "ReadWrite1.java:103", "Line Step", " file=ReadWrite1.java, line=103"
"Thread-10", "1180", "ReadWrite1.java:49", "Field Read", " context=Database:1, w"
"Thread-10", "1181", "ReadWrite1.java:52", "Line Step", " file=ReadWrite1.java, line=52"
"Thread-10", "1182", "ReadWrite1.java:52", "Field Read", " context=Database:1, r"
"Thread-10", "1183", "ReadWrite1.java:52", "Field Write", " context=Database:1, r=1"
"Thread-10", "1184", "ReadWrite1.java:53", "Line Step", " file=ReadWrite1.java, line=53"
"Thread-10", "1185", "ReadWrite1.java:53", "Field Read", " context=Database:1, data"
"Thread-10", "1186", "ReadWrite1.java:53", "Variable Write", " context=Database:1#read:22, mydata=33312"
"Thread-10", "1187", "ReadWrite1.java:54", "Line Step", " file=ReadWrite1.java, line=54"
"Thread-13", "1188", "ReadWrite1.java:86", "Line Step", " file=ReadWrite1.java, line=86"
"Thread-13", "1189", "ReadWrite1.java:86", "Field Read", " context=Reader:9, d"
"Thread-4", "1190", "ReadWrite1.java:105", "Line Step", " file=ReadWrite1.java, line=105"
"Thread-4", "1191", "ReadWrite1.java:105", "Field Read", " context=Writer:5, d"
"Thread-4", "1192", "ReadWrite1.java:105", "Field Read", " context=Writer:5, x"
"Thread-10", "1193", "ReadWrite1.java:55", "Line Step", " file=ReadWrite1.java, line=55"
"Thread-10", "1194", "ReadWrite1.java:55", "Field Read", " context=Database:1, r"
"Thread-10", "1195", "ReadWrite1.java:55", "Field Write", " context=Database:1, r=0"
"Thread-10", "1196", "ReadWrite1.java:56", "Line Step", " file=ReadWrite1.java, line=56"
"Thread-10", "1197", "ReadWrite1.java:57", "Line Step", " file=ReadWrite1.java, line=57"
"Thread-10", "1198", "ReadWrite1.java:57", "Variable Write", " context=Database:1#read:22, result=33312"
"Thread-10", "1199", "ReadWrite1.java:57", "Method Exit", " returner=Database:1#read:22, value=33312"
"Thread-1", "1200", "ReadWrite1.java:105", "Method Call", " caller=Writer:2#run:2, target=Database:1#write:13"
"Thread-1", "1201", "ReadWrite1.java:60", "Method Entered", " "
"Thread-10", "1202", "ReadWrite1.java:86", "Method Returned", " "
"Thread-10", "1203", "ReadWrite1.java:86", "Line Step", " file=ReadWrite1.java, line=86"
"Thread-1", "1204", "ReadWrite1.java:60", "Variable Write", " context=Database:1#write:13, x=10"
"Thread-1", "1205", "ReadWrite1.java:61", "Line Step", " file=ReadWrite1.java, line=61"
"Thread-1", "1206", "ReadWrite1.java:61", "Field Read", " context=Database:1, r"
"Thread-1", "1207", "ReadWrite1.java:61", "Field Read", " context=Database:1, w"
"Thread-10", "1208", "ReadWrite1.java:82", "Line Step", " file=ReadWrite1.java, line=82"
"Thread-10", "1209", "ReadWrite1.java:82", "Variable Write", " context=Reader:6#run:6, i=2"
"Thread-10", "1210", "ReadWrite1.java:83", "Line Step", " file=ReadWrite1.java, line=83"
"Thread-1", "1211", "ReadWrite1.java:64", "Line Step", " file=ReadWrite1.java, line=64"
"Thread-1", "1212", "ReadWrite1.java:64", "Field Write", " context=Database:1, w=1"
"Thread-1", "1213", "ReadWrite1.java:65", "Line Step", " file=ReadWrite1.java, line=65"
"Thread-1", "1214", "ReadWrite1.java:67", "Line Step", " file=ReadWrite1.java, line=67"
"Thread-1", "1215", "ReadWrite1.java:67", "Field Read", " context=Database:1, data"
"Thread-1", "1216", "ReadWrite1.java:67", "Field Write", " context=Database:1, data=33322"
"Thread-1", "1217", "ReadWrite1.java:68", "Line Step", " file=ReadWrite1.java, line=68"
"Thread-1", "1218", "ReadWrite1.java:68", "Field Write", " context=Database:1, w=0"
"Thread-1", "1219", "ReadWrite1.java:69", "Line Step", " file=ReadWrite1.java, line=69"
"Thread-1", "1220", "ReadWrite1.java:70", "Line Step", " file=ReadWrite1.java, line=70"
"Thread-1", "1221", "ReadWrite1.java:70", "Method Exit", " returner=Database:1#write:13, value=<void>"
"Thread-1", "1222", "ReadWrite1.java:105", "Method Returned", " "
"Thread-4", "1223", "ReadWrite1.java:105", "Method Call", " caller=Writer:5#run:5, target=Database:1#write:14"
"Thread-1", "1224", "ReadWrite1.java:102", "Line Step", " file=ReadWrite1.java, line=102"
"Thread-4", "1225", "ReadWrite1.java:60", "Method Entered", " "
"Thread-4", "1226", "ReadWrite1.java:60", "Variable Write", " context=Database:1#write:14, x=10000"
"Thread-1", "1227", "ReadWrite1.java:102", "Variable Write", " context=Writer:2#run:2, i=2"
"Thread-1", "1228", "ReadWrite1.java:103", "Line Step", " file=ReadWrite1.java, line=103"
"Thread-4", "1229", "ReadWrite1.java:61", "Line Step", " file=ReadWrite1.java, line=61"
"Thread-4", "1230", "ReadWrite1.java:61", "Field Read", " context=Database:1, r"
"Thread-4", "1231", "ReadWrite1.java:61", "Field Read", " context=Database:1, w"
"Thread-4", "1232", "ReadWrite1.java:64", "Line Step", " file=ReadWrite1.java, line=64"
"Thread-4", "1233", "ReadWrite1.java:64", "Field Write", " context=Database:1, w=1"
"Thread-4", "1234", "ReadWrite1.java:65", "Line Step", " file=ReadWrite1.java, line=65"
"Thread-1", "1235", "ReadWrite1.java:105", "Line Step", " file=ReadWrite1.java, line=105"
"Thread-1", "1236", "ReadWrite1.java:105", "Field Read", " context=Writer:2, d"
"Thread-1", "1237", "ReadWrite1.java:105", "Field Read", " context=Writer:2, x"
"Thread-4", "1238", "ReadWrite1.java:67", "Line Step", " file=ReadWrite1.java, line=67"
"Thread-4", "1239", "ReadWrite1.java:67", "Field Read", " context=Database:1, data"
"Thread-4", "1240", "ReadWrite1.java:67", "Field Write", " context=Database:1, data=43322"
"Thread-4", "1241", "ReadWrite1.java:68", "Line Step", " file=ReadWrite1.java, line=68"
"Thread-4", "1242", "ReadWrite1.java:68", "Field Write", " context=Database:1, w=0"
"Thread-4", "1243", "ReadWrite1.java:69", "Line Step", " file=ReadWrite1.java, line=69"
"Thread-4", "1244", "ReadWrite1.java:70", "Line Step", " file=ReadWrite1.java, line=70"
"Thread-4", "1245", "ReadWrite1.java:70", "Method Exit", " returner=Database:1#write:14, value=<void>"
"Thread-13", "1246", "ReadWrite1.java:86", "Method Call", " caller=Reader:9#run:9, target=Database:1#read:23"
"Thread-13", "1247", "ReadWrite1.java:48", "Method Entered", " "
"Thread-4", "1248", "ReadWrite1.java:105", "Method Returned", " "
"Thread-4", "1249", "ReadWrite1.java:102", "Line Step", " file=ReadWrite1.java, line=102"
"Thread-13", "1250", "ReadWrite1.java:49", "Line Step", " file=ReadWrite1.java, line=49"
"Thread-4", "1251", "ReadWrite1.java:102", "Variable Write", " context=Writer:5#run:5, i=4"
"Thread-4", "1252", "ReadWrite1.java:103", "Line Step", " file=ReadWrite1.java, line=103"
"Thread-13", "1253", "ReadWrite1.java:49", "Field Read", " context=Database:1, w"
"Thread-13", "1254", "ReadWrite1.java:52", "Line Step", " file=ReadWrite1.java, line=52"
"Thread-13", "1255", "ReadWrite1.java:52", "Field Read", " context=Database:1, r"
"Thread-13", "1256", "ReadWrite1.java:52", "Field Write", " context=Database:1, r=1"
"Thread-13", "1257", "ReadWrite1.java:53", "Line Step", " file=ReadWrite1.java, line=53"
"Thread-13", "1258", "ReadWrite1.java:53", "Field Read", " context=Database:1, data"
"Thread-13", "1259", "ReadWrite1.java:53", "Variable Write", " context=Database:1#read:23, mydata=43322"
"Thread-13", "1260", "ReadWrite1.java:54", "Line Step", " file=ReadWrite1.java, line=54"
"Thread-13", "1261", "ReadWrite1.java:55", "Line Step", " file=ReadWrite1.java, line=55"
"Thread-13", "1262", "ReadWrite1.java:55", "Field Read", " context=Database:1, r"
"Thread-13", "1263", "ReadWrite1.java:55", "Field Write", " context=Database:1, r=0"
"Thread-13", "1264", "ReadWrite1.java:56", "Line Step", " file=ReadWrite1.java, line=56"
"Thread-13", "1265", "ReadWrite1.java:57", "Line Step", " file=ReadWrite1.java, line=57"
"Thread-13", "1266", "ReadWrite1.java:57", "Variable Write", " context=Database:1#read:23, result=43322"
"Thread-13", "1267", "ReadWrite1.java:57", "Method Exit", " returner=Database:1#read:23, value=43322"
"Thread-2", "1268", "ReadWrite1.java:105", "Method Call", " caller=Writer:3#run:3, target=Database:1#write:15"
"Thread-2", "1269", "ReadWrite1.java:60", "Method Entered", " "
"Thread-13", "1270", "ReadWrite1.java:86", "Method Returned", " "
"Thread-2", "1271", "ReadWrite1.java:60", "Variable Write", " context=Database:1#write:15, x=100"
"Thread-13", "1272", "ReadWrite1.java:86", "Line Step", " file=ReadWrite1.java, line=86"
"Thread-2", "1273", "ReadWrite1.java:61", "Line Step", " file=ReadWrite1.java, line=61"
"Thread-2", "1274", "ReadWrite1.java:61", "Field Read", " context=Database:1, r"
"Thread-2", "1275", "ReadWrite1.java:61", "Field Read", " context=Database:1, w"
"Thread-13", "1276", "ReadWrite1.java:82", "Line Step", " file=ReadWrite1.java, line=82"
"Thread-2", "1277", "ReadWrite1.java:64", "Line Step", " file=ReadWrite1.java, line=64"
"Thread-13", "1278", "ReadWrite1.java:82", "Variable Write", " context=Reader:9#run:9, i=4"
"Thread-13", "1279", "ReadWrite1.java:83", "Line Step", " file=ReadWrite1.java, line=83"
"Thread-2", "1280", "ReadWrite1.java:64", "Field Write", " context=Database:1, w=1"
"Thread-2", "1281", "ReadWrite1.java:65", "Line Step", " file=ReadWrite1.java, line=65"
"Thread-10", "1282", "ReadWrite1.java:86", "Line Step", " file=ReadWrite1.java, line=86"
"Thread-10", "1283", "ReadWrite1.java:86", "Field Read", " context=Reader:6, d"
"Thread-4", "1284", "ReadWrite1.java:105", "Line Step", " file=ReadWrite1.java, line=105"
"Thread-4", "1285", "ReadWrite1.java:105", "Field Read", " context=Writer:5, d"
"Thread-4", "1286", "ReadWrite1.java:105", "Field Read", " context=Writer:5, x"
"Thread-2", "1287", "ReadWrite1.java:67", "Line Step", " file=ReadWrite1.java, line=67"
"Thread-2", "1288", "ReadWrite1.java:67", "Field Read", " context=Database:1, data"
"Thread-2", "1289", "ReadWrite1.java:67", "Field Write", " context=Database:1, data=43422"
"Thread-2", "1290", "ReadWrite1.java:68", "Line Step", " file=ReadWrite1.java, line=68"
"Thread-2", "1291", "ReadWrite1.java:68", "Field Write", " context=Database:1, w=0"
"Thread-2", "1292", "ReadWrite1.java:69", "Line Step", " file=ReadWrite1.java, line=69"
"Thread-2", "1293", "ReadWrite1.java:70", "Line Step", " file=ReadWrite1.java, line=70"
"Thread-2", "1294", "ReadWrite1.java:70", "Method Exit", " returner=Database:1#write:15, value=<void>"
"Thread-2", "1295", "ReadWrite1.java:105", "Method Returned", " "
"Thread-11", "1296", "ReadWrite1.java:86", "Method Call", " caller=Reader:7#run:7, target=Database:1#read:24"
"Thread-11", "1297", "ReadWrite1.java:48", "Method Entered", " "
"Thread-2", "1298", "ReadWrite1.java:102", "Line Step", " file=ReadWrite1.java, line=102"
"Thread-11", "1299", "ReadWrite1.java:49", "Line Step", " file=ReadWrite1.java, line=49"
"Thread-2", "1300", "ReadWrite1.java:102", "Variable Write", " context=Writer:3#run:3, i=4"
"Thread-2", "1301", "ReadWrite1.java:103", "Line Step", " file=ReadWrite1.java, line=103"
"Thread-11", "1302", "ReadWrite1.java:49", "Field Read", " context=Database:1, w"
"Thread-11", "1303", "ReadWrite1.java:52", "Line Step", " file=ReadWrite1.java, line=52"
"Thread-11", "1304", "ReadWrite1.java:52", "Field Read", " context=Database:1, r"
"Thread-11", "1305", "ReadWrite1.java:52", "Field Write", " context=Database:1, r=1"
"Thread-11", "1306", "ReadWrite1.java:53", "Line Step", " file=ReadWrite1.java, line=53"
"Thread-11", "1307", "ReadWrite1.java:53", "Field Read", " context=Database:1, data"
"Thread-11", "1308", "ReadWrite1.java:53", "Variable Write", " context=Database:1#read:24, mydata=43422"
"Thread-11", "1309", "ReadWrite1.java:54", "Line Step", " file=ReadWrite1.java, line=54"
"Thread-11", "1310", "ReadWrite1.java:55", "Line Step", " file=ReadWrite1.java, line=55"
"Thread-11", "1311", "ReadWrite1.java:55", "Field Read", " context=Database:1, r"
"Thread-11", "1312", "ReadWrite1.java:55", "Field Write", " context=Database:1, r=0"
"Thread-11", "1313", "ReadWrite1.java:56", "Line Step", " file=ReadWrite1.java, line=56"
"Thread-11", "1314", "ReadWrite1.java:57", "Line Step", " file=ReadWrite1.java, line=57"
"Thread-11", "1315", "ReadWrite1.java:57", "Variable Write", " context=Database:1#read:24, result=43422"
"Thread-11", "1316", "ReadWrite1.java:57", "Method Exit", " returner=Database:1#read:24, value=43422"
"Thread-6", "1317", "ReadWrite1.java:86", "Method Call", " caller=Reader:2#run:2, target=Database:1#read:25"
"Thread-6", "1318", "ReadWrite1.java:48", "Method Entered", " "
"Thread-11", "1319", "ReadWrite1.java:86", "Method Returned", " "
"Thread-11", "1320", "ReadWrite1.java:86", "Line Step", " file=ReadWrite1.java, line=86"
"Thread-6", "1321", "ReadWrite1.java:49", "Line Step", " file=ReadWrite1.java, line=49"
"Thread-6", "1322", "ReadWrite1.java:49", "Field Read", " context=Database:1, w"
"Thread-6", "1323", "ReadWrite1.java:52", "Line Step", " file=ReadWrite1.java, line=52"
"Thread-11", "1324", "ReadWrite1.java:82", "Line Step", " file=ReadWrite1.java, line=82"
"Thread-6", "1325", "ReadWrite1.java:52", "Field Read", " context=Database:1, r"
"Thread-6", "1326", "ReadWrite1.java:52", "Field Write", " context=Database:1, r=1"
"Thread-11", "1327", "ReadWrite1.java:82", "Variable Write", " context=Reader:7#run:7, i=4"
"Thread-11", "1328", "ReadWrite1.java:83", "Line Step", " file=ReadWrite1.java, line=83"
"Thread-6", "1329", "ReadWrite1.java:53", "Line Step", " file=ReadWrite1.java, line=53"
"Thread-6", "1330", "ReadWrite1.java:53", "Field Read", " context=Database:1, data"
"Thread-6", "1331", "ReadWrite1.java:53", "Variable Write", " context=Database:1#read:25, mydata=43422"
"Thread-6", "1332", "ReadWrite1.java:54", "Line Step", " file=ReadWrite1.java, line=54"
"Thread-2", "1333", "ReadWrite1.java:105", "Line Step", " file=ReadWrite1.java, line=105"
"Thread-2", "1334", "ReadWrite1.java:105", "Field Read", " context=Writer:3, d"
"Thread-11", "1335", "ReadWrite1.java:86", "Line Step", " file=ReadWrite1.java, line=86"
"Thread-2", "1336", "ReadWrite1.java:105", "Field Read", " context=Writer:3, x"
"Thread-11", "1337", "ReadWrite1.java:86", "Field Read", " context=Reader:7, d"
"Thread-6", "1338", "ReadWrite1.java:55", "Line Step", " file=ReadWrite1.java, line=55"
"Thread-6", "1339", "ReadWrite1.java:55", "Field Read", " context=Database:1, r"
"Thread-6", "1340", "ReadWrite1.java:55", "Field Write", " context=Database:1, r=0"
"Thread-6", "1341", "ReadWrite1.java:56", "Line Step", " file=ReadWrite1.java, line=56"
"Thread-6", "1342", "ReadWrite1.java:57", "Line Step", " file=ReadWrite1.java, line=57"
"Thread-6", "1343", "ReadWrite1.java:57", "Variable Write", " context=Database:1#read:25, result=43422"
"Thread-6", "1344", "ReadWrite1.java:57", "Method Exit", " returner=Database:1#read:25, value=43422"
"Thread-12", "1345", "ReadWrite1.java:86", "Method Call", " caller=Reader:8#run:8, target=Database:1#read:26"
"Thread-12", "1346", "ReadWrite1.java:48", "Method Entered", " "
"Thread-6", "1347", "ReadWrite1.java:86", "Method Returned", " "
"Thread-6", "1348", "ReadWrite1.java:86", "Line Step", " file=ReadWrite1.java, line=86"
"Thread-12", "1349", "ReadWrite1.java:49", "Line Step", " file=ReadWrite1.java, line=49"
"Thread-12", "1350", "ReadWrite1.java:49", "Field Read", " context=Database:1, w"
"Thread-12", "1351", "ReadWrite1.java:52", "Line Step", " file=ReadWrite1.java, line=52"
"Thread-6", "1352", "ReadWrite1.java:82", "Line Step", " file=ReadWrite1.java, line=82"
"Thread-12", "1353", "ReadWrite1.java:52", "Field Read", " context=Database:1, r"
"Thread-6", "1354", "ReadWrite1.java:82", "Variable Write", " context=Reader:2#run:2, i=4"
"Thread-6", "1355", "ReadWrite1.java:83", "Line Step", " file=ReadWrite1.java, line=83"
"Thread-12", "1356", "ReadWrite1.java:52", "Field Write", " context=Database:1, r=1"
"Thread-12", "1357", "ReadWrite1.java:53", "Line Step", " file=ReadWrite1.java, line=53"
"Thread-12", "1358", "ReadWrite1.java:53", "Field Read", " context=Database:1, data"
"Thread-12", "1359", "ReadWrite1.java:53", "Variable Write", " context=Database:1#read:26, mydata=43422"
"Thread-12", "1360", "ReadWrite1.java:54", "Line Step", " file=ReadWrite1.java, line=54"
"Thread-12", "1361", "ReadWrite1.java:55", "Line Step", " file=ReadWrite1.java, line=55"
"Thread-12", "1362", "ReadWrite1.java:55", "Field Read", " context=Database:1, r"
"Thread-12", "1363", "ReadWrite1.java:55", "Field Write", " context=Database:1, r=0"
"Thread-12", "1364", "ReadWrite1.java:56", "Line Step", " file=ReadWrite1.java, line=56"
"Thread-12", "1365", "ReadWrite1.java:57", "Line Step", " file=ReadWrite1.java, line=57"
"Thread-12", "1366", "ReadWrite1.java:57", "Variable Write", " context=Database:1#read:26, result=43422"
"Thread-12", "1367", "ReadWrite1.java:57", "Method Exit", " returner=Database:1#read:26, value=43422"
"Thread-8", "1368", "ReadWrite1.java:86", "Method Call", " caller=Reader:4#run:4, target=Database:1#read:27"
"Thread-8", "1369", "ReadWrite1.java:48", "Method Entered", " "
"Thread-12", "1370", "ReadWrite1.java:86", "Method Returned", " "
"Thread-12", "1371", "ReadWrite1.java:86", "Line Step", " file=ReadWrite1.java, line=86"
"Thread-8", "1372", "ReadWrite1.java:49", "Line Step", " file=ReadWrite1.java, line=49"
"Thread-8", "1373", "ReadWrite1.java:49", "Field Read", " context=Database:1, w"
"Thread-8", "1374", "ReadWrite1.java:52", "Line Step", " file=ReadWrite1.java, line=52"
"Thread-8", "1375", "ReadWrite1.java:52", "Field Read", " context=Database:1, r"
"Thread-12", "1376", "ReadWrite1.java:82", "Line Step", " file=ReadWrite1.java, line=82"
"Thread-8", "1377", "ReadWrite1.java:52", "Field Write", " context=Database:1, r=1"
"Thread-12", "1378", "ReadWrite1.java:82", "Variable Write", " context=Reader:8#run:8, i=3"
"Thread-12", "1379", "ReadWrite1.java:83", "Line Step", " file=ReadWrite1.java, line=83"
"Thread-8", "1380", "ReadWrite1.java:53", "Line Step", " file=ReadWrite1.java, line=53"
"Thread-8", "1381", "ReadWrite1.java:53", "Field Read", " context=Database:1, data"
"Thread-8", "1382", "ReadWrite1.java:53", "Variable Write", " context=Database:1#read:27, mydata=43422"
"Thread-8", "1383", "ReadWrite1.java:54", "Line Step", " file=ReadWrite1.java, line=54"
"Thread-8", "1384", "ReadWrite1.java:55", "Line Step", " file=ReadWrite1.java, line=55"
"Thread-8", "1385", "ReadWrite1.java:55", "Field Read", " context=Database:1, r"
"Thread-8", "1386", "ReadWrite1.java:55", "Field Write", " context=Database:1, r=0"
"Thread-8", "1387", "ReadWrite1.java:56", "Line Step", " file=ReadWrite1.java, line=56"
"Thread-8", "1388", "ReadWrite1.java:57", "Line Step", " file=ReadWrite1.java, line=57"
"Thread-8", "1389", "ReadWrite1.java:57", "Variable Write", " context=Database:1#read:27, result=43422"
"Thread-8", "1390", "ReadWrite1.java:57", "Method Exit", " returner=Database:1#read:27, value=43422"
"Thread-3", "1391", "ReadWrite1.java:105", "Method Call", " caller=Writer:4#run:4, target=Database:1#write:16"
"Thread-3", "1392", "ReadWrite1.java:60", "Method Entered", " "
"Thread-8", "1393", "ReadWrite1.java:86", "Method Returned", " "
"Thread-8", "1394", "ReadWrite1.java:86", "Line Step", " file=ReadWrite1.java, line=86"
"Thread-3", "1395", "ReadWrite1.java:60", "Variable Write", " context=Database:1#write:16, x=1000"
"Thread-3", "1396", "ReadWrite1.java:61", "Line Step", " file=ReadWrite1.java, line=61"
"Thread-3", "1397", "ReadWrite1.java:61", "Field Read", " context=Database:1, r"
"Thread-3", "1398", "ReadWrite1.java:61", "Field Read", " context=Database:1, w"
"Thread-8", "1399", "ReadWrite1.java:82", "Line Step", " file=ReadWrite1.java, line=82"
"Thread-3", "1400", "ReadWrite1.java:64", "Line Step", " file=ReadWrite1.java, line=64"
"Thread-8", "1401", "ReadWrite1.java:82", "Variable Write", " context=Reader:4#run:4, i=3"
"Thread-8", "1402", "ReadWrite1.java:83", "Line Step", " file=ReadWrite1.java, line=83"
"Thread-3", "1403", "ReadWrite1.java:64", "Field Write", " context=Database:1, w=1"
"Thread-3", "1404", "ReadWrite1.java:65", "Line Step", " file=ReadWrite1.java, line=65"
"Thread-13", "1405", "ReadWrite1.java:86", "Line Step", " file=ReadWrite1.java, line=86"
"Thread-13", "1406", "ReadWrite1.java:86", "Field Read", " context=Reader:9, d"
"Thread-3", "1407", "ReadWrite1.java:67", "Line Step", " file=ReadWrite1.java, line=67"
"Thread-3", "1408", "ReadWrite1.java:67", "Field Read", " context=Database:1, data"
"Thread-3", "1409", "ReadWrite1.java:67", "Field Write", " context=Database:1, data=44422"
"Thread-3", "1410", "ReadWrite1.java:68", "Line Step", " file=ReadWrite1.java, line=68"
"Thread-3", "1411", "ReadWrite1.java:68", "Field Write", " context=Database:1, w=0"
"Thread-3", "1412", "ReadWrite1.java:69", "Line Step", " file=ReadWrite1.java, line=69"
"Thread-3", "1413", "ReadWrite1.java:70", "Line Step", " file=ReadWrite1.java, line=70"
"Thread-3", "1414", "ReadWrite1.java:70", "Method Exit", " returner=Database:1#write:16, value=<void>"
"Thread-14", "1415", "ReadWrite1.java:86", "Method Call", " caller=Reader:10#run:10, target=Database:1#read:28"
"Thread-14", "1416", "ReadWrite1.java:48", "Method Entered", " "
"Thread-3", "1417", "ReadWrite1.java:105", "Method Returned", " "
"Thread-3", "1418", "ReadWrite1.java:102", "Line Step", " file=ReadWrite1.java, line=102"
